protein,protein frequency,X12.5fmol_C1,X12.5fmol_C2,X12.5fmol_C3,X12.5fmol_C4,X12.5fmol_C5,X12.5fmol_Ro,X12.5fmol_C8,X12.5fmol_C9,X12.5fmol_C10,X25fmol_semtumorS36,X25fmol_semtumorS09,X25fmol_semtumorS40,X25fmol_semtumorS49,X25fmol_semtumorS55,X25fmol_semtumorS57,X25fmol_semtumorS61,X25fmol_semtumorS64,X25fmol_semtumorS68,X25fmol_semtumorT16,X50fmol_T1T2S17,X50fmol_T1T2S57,X50fmol_T1T2S77,X50fmol_T1T2S78,X50fmol_T1T2S79,X50fmol_T1T2T12,X50fmol_T1T2T20,X50fmol_T1T2T22,X50fmol_T1T2T23,X100fmol_T3T4S44,X100fmol_T3T4S45,X100fmol_T3T4S81,X100fmol_T3T4S82,X100fmol_T3T4T13,X100fmol_T3T4T2,X100fmol_T3T4T5,X100fmol_T3T4T65,X100fmol_T3T4T9,X100fmol_T3T4S32
P32926_DSG3        ,73                 ,25.98537           ,26.0196            ,26.70846           ,27.38583           ,25.10286           ,25.48244           ,25.92397           ,26.41741           ,24.99555           ,24.45136           ,25.77221           ,22.27398           ,25.10597           ,24.76005           ,25.24009           ,26.91456           ,26.13508           ,27.28339           ,24.81049           ,22.73349           ,25.6426            ,24.72697           ,26.31767           ,26.77467           ,23.07161           ,26.86644           ,26.04579           ,24.5981            ,24.53807           ,26.29132           ,25.39503           ,24.19061           ,25.34986           ,23.92805           ,24.15159           ,24.19656           ,24.79759           ,25.29334           
P35321_SPRR1A      ,0                  ,24.62906           ,22.72923           ,24.57808           ,22.97041           ,0                  ,20.23269           ,25.38798           ,25.24122           ,23.97622           ,0                  ,25.26044           ,0                  ,22.30808           ,21.67034           ,21.52253           ,25.24016           ,23.08756           ,26.76585           ,0                  ,0                  ,24.89435           ,23.49179           ,25.27696           ,26.21577           ,22.54099           ,23.88325           ,24.5675            ,26.30482           ,23.11254           ,25.33668           ,23.88241           ,23.33579           ,0                  ,20.97624           ,23.90912           ,21.12742           ,24.69147           ,24.32773           
P35579_MYH9        ,5184               ,22.26542           ,24.77962           ,24.3678            ,23.95447           ,22.07718           ,26.18262           ,22.17968           ,22.28678           ,23.92316           ,21.96296           ,0                  ,26.00727           ,21.41952           ,20.7285            ,21.93808           ,20.7075            ,23.04988           ,21.87433           ,23.05864           ,23.40185           ,24.70425           ,23.50724           ,21.8271            ,23.84871           ,0                  ,21.88811           ,24.14795           ,23.57542           ,23.34313           ,24.40633           ,24.67611           ,23.82736           ,26.20674           ,22.90307           ,27.38764           ,24.59224           ,24.96794           ,25.85417           
P36952_SERPINB5    ,0                  ,0                  ,22.34911           ,23.06057           ,22.98456           ,0                  ,21.50276           ,21.70075           ,21.96649           ,21.61428           ,22.19719           ,0                  ,20.81683           ,21.05973           ,0                  ,21.44582           ,21.96839           ,21.429             ,22.7915            ,21.69017           ,0                  ,23.01352           ,20.85833           ,21.4916            ,21.84812           ,0                  ,20.91013           ,21.18477           ,22.16411           ,21.67038           ,21.8642            ,0                  ,21.2359            ,20.76515           ,0                  ,23.32224           ,20.54971           ,23.16438           ,21.22087           
P37802_2_TAGLN2    ,6                  ,21.34733           ,21.29367           ,22.55284           ,23.21505           ,22.59439           ,21.28354           ,23.11329           ,22.12896           ,21.99124           ,20.59751           ,0                  ,21.8155            ,22.65042           ,21.1991            ,22.45287           ,22.78981           ,21.81777           ,22.89069           ,22.21546           ,22.16987           ,21.25229           ,20.98238           ,22.23666           ,21.68445           ,0                  ,0                  ,21.74452           ,22.75552           ,21.27503           ,22.40395           ,21.19153           ,22.80827           ,0                  ,22.00237           ,21.80715           ,23.80223           ,21.38031           ,21.29916           
P37837_TALDO1      ,0                  ,26.91102           ,25.78307           ,26.00871           ,27.63996           ,25.71822           ,25.77254           ,27.07081           ,26.48889           ,28.0168            ,26.04431           ,26.50647           ,27.72247           ,27.5099            ,27.40268           ,26.2432            ,25.63757           ,27.63132           ,26.74561           ,26.62589           ,27.15817           ,25.18503           ,25.92177           ,25.85761           ,26.63741           ,27.11257           ,26.91251           ,25.64414           ,27.90833           ,25.82262           ,28.32157           ,26.80489           ,25.13159           ,25.37524           ,27.31924           ,25.35807           ,27.09356           ,25.85403           ,26.64113           
P40121_CAPG        ,0                  ,24.42714           ,23.74622           ,23.79035           ,24.69758           ,23.54745           ,23.44985           ,23.17252           ,23.66308           ,23.67411           ,22.77189           ,22.37449           ,25.12361           ,25.49963           ,24.55051           ,0                  ,21.63214           ,24.49503           ,23.12212           ,23.97071           ,24.45243           ,23.57473           ,22.38026           ,22.87742           ,23.53005           ,23.31022           ,25.5186            ,23.30062           ,24.12005           ,22.80894           ,25.39057           ,24.16883           ,22.61556           ,23.85871           ,24.12778           ,22.7373            ,23.62433           ,22.3874            ,24.22457           
P43652_AFM         ,94                 ,0                  ,0                  ,20.28704           ,20.52143           ,0                  ,20.89984           ,20.7909            ,20.91474           ,20.62024           ,22.68438           ,22.00809           ,21.64764           ,20.42706           ,21.20711           ,0                  ,0                  ,0                  ,21.02675           ,21.59955           ,21.16717           ,21.06789           ,20.87388           ,20.14295           ,0                  ,0                  ,20.92832           ,0                  ,23.19762           ,20.99707           ,0                  ,0                  ,21.69943           ,21.40036           ,20.7917            ,0                  ,24.26105           ,0                  ,0                  
B1AK88_CAPZB       ,12                 ,24.2759            ,23.9898            ,23.80676           ,24.51316           ,0                  ,23.89606           ,24.03238           ,23.79025           ,25.51415           ,23.6856            ,23.12493           ,25.63686           ,25.36426           ,24.74878           ,23.19835           ,22.47234           ,24.89749           ,23.98346           ,24.35864           ,24.80538           ,24.06907           ,23.60964           ,0                  ,23.14742           ,23.46762           ,25.45353           ,24.23696           ,0                  ,0                  ,25.43447           ,24.81069           ,23.32485           ,25.05022           ,25.65092           ,25.31641           ,23.31202           ,24.34969           ,24.594             
P50395_GDI2        ,542                ,23.05019           ,22.74489           ,23.93112           ,25.09897           ,23.014             ,23.12532           ,24.36553           ,23.84134           ,24.3534            ,23.87718           ,23.23739           ,23.15208           ,25.28961           ,24.38245           ,21.78421           ,22.33595           ,24.51081           ,24.87155           ,23.83499           ,24.22273           ,23.83123           ,23.01665           ,22.50497           ,23.85614           ,22.23664           ,24.56122           ,23.91862           ,23.71576           ,23.35944           ,24.60868           ,22.1952            ,21.8848            ,25.07721           ,25.08213           ,24.69631           ,24.6863            ,24.72338           ,24.86316           
P52209_PGD         ,1292               ,23.25868           ,24.05391           ,24.97036           ,25.32124           ,23.87821           ,24.79917           ,24.89569           ,24.92597           ,25.56075           ,25.21985           ,21.33418           ,26.41759           ,26.14313           ,24.49741           ,24.16362           ,23.77676           ,24.67616           ,25.81529           ,24.6147            ,24.99985           ,24.35669           ,23.70345           ,23.31962           ,24.78237           ,23.56372           ,23.83036           ,24.40886           ,22.46431           ,24.11267           ,26.18191           ,25.2798            ,24.1292            ,24.84843           ,25.10029           ,24.62132           ,24.46775           ,24.70129           ,25.24394           
P52566_ARHGDIB     ,0                  ,23.46476           ,23.75562           ,23.04552           ,24.18918           ,23.65535           ,25.63533           ,24.74643           ,24.69673           ,23.76426           ,24.5319            ,23.33293           ,24.94293           ,26.44514           ,26.37161           ,24.10318           ,0                  ,26.52812           ,23.48616           ,26.0471            ,26.07948           ,23.90389           ,24.53112           ,23.6221            ,23.51087           ,24.634             ,26.47542           ,24.38027           ,26.53885           ,23.51929           ,25.81056           ,27.17226           ,24.47655           ,25.67514           ,24.05192           ,22.08651           ,26.42683           ,23.63854           ,26.00475           
P52907_CAPZA1      ,66                 ,22.50729           ,22.28732           ,22.06085           ,22.66861           ,21.87489           ,23.16731           ,21.58765           ,0                  ,23.84086           ,21.63675           ,0                  ,23.02102           ,22.818             ,22.49534           ,21.72376           ,0                  ,22.31565           ,21.78481           ,23.18204           ,22.38443           ,21.9022            ,22.16269           ,0                  ,21.20024           ,0                  ,23.26227           ,21.84999           ,0                  ,20.54406           ,23.52826           ,22.22973           ,0                  ,22.53898           ,23.30299           ,22.6693            ,24.08748           ,21.85992           ,22.64443           
P55058_PLTP        ,0                  ,20.22788           ,0                  ,23.23933           ,21.21318           ,21.16705           ,21.64821           ,21.31893           ,21.98798           ,0                  ,20.61782           ,0                  ,0                  ,0                  ,20.9333            ,0                  ,24.39565           ,21.60078           ,24.30034           ,20.92933           ,21.43232           ,21.10278           ,22.07549           ,24.43974           ,24.15738           ,0                  ,0                  ,21.83384           ,20.85946           ,21.89345           ,0                  ,22.87136           ,20.76004           ,0                  ,0                  ,0                  ,20.79606           ,21.3756            ,21.20741           
P59665_DEFA1       ,0                  ,31.07642           ,30.84857           ,28.2082            ,25.75131           ,27.87514           ,28.89201           ,30.29099           ,28.69687           ,30.6447            ,28.99927           ,30.35458           ,31.711             ,0                  ,29.33072           ,28.51386           ,28.71862           ,28.51183           ,28.31993           ,28.28864           ,28.94103           ,28.4438            ,30.36254           ,27.74586           ,28.49324           ,29.43211           ,30.42842           ,31.34852           ,26.07012           ,22.6289            ,30.48078           ,28.36348           ,27.15151           ,31.1909            ,28.91122           ,31.31484           ,26.71607           ,30.20676           ,31.88147           
P59998_3_ARPC4     ,0                  ,21.54995           ,22.59446           ,22.53495           ,24.22229           ,21.97663           ,24.30201           ,22.78758           ,21.76983           ,23.98277           ,21.33533           ,21.10489           ,24.56133           ,23.72567           ,23.88204           ,21.16109           ,20.94256           ,23.03308           ,22.17481           ,23.17216           ,23.59776           ,22.60705           ,21.38358           ,21.46598           ,21.6054            ,22.26112           ,24.74422           ,21.88066           ,21.63259           ,21.70885           ,23.74643           ,22.98198           ,22.49619           ,24.12542           ,23.02798           ,23.63478           ,23.55426           ,23.55286           ,23.80686           
P60174_TPI1        ,66                 ,26.57349           ,25.94118           ,27.04646           ,27.15731           ,26.05053           ,25.62472           ,27.1865            ,26.34043           ,27.0357            ,26.68043           ,26.90231           ,26.67061           ,27.79724           ,26.6047            ,26.46849           ,26.30503           ,26.65363           ,27.50582           ,26.4493            ,25.63256           ,26.28972           ,25.40613           ,26.17822           ,26.93101           ,26.24831           ,26.60682           ,26.48879           ,27.97285           ,26.00237           ,27.99949           ,26.59392           ,25.84859           ,25.59582           ,26.81568           ,26.0565            ,28.01877           ,25.3433            ,25.51812           
P61158_ACTR3       ,0                  ,21.50799           ,22.92687           ,23.29754           ,24.8007            ,21.17755           ,24.08408           ,22.57226           ,22.00727           ,24.13712           ,23.12362           ,0                  ,25.11192           ,25.29684           ,24.31417           ,21.16386           ,21.37862           ,23.32787           ,21.96769           ,23.96367           ,25.28139           ,22.79392           ,22.27529           ,21.96663           ,22.11461           ,21.47922           ,23.73944           ,22.35062           ,20.25845           ,0                  ,24.34408           ,23.6147            ,22.90624           ,23.67562           ,23.24492           ,23.92379           ,23.38561           ,23.21585           ,23.76921           
P61160_ACTR2       ,86                 ,0                  ,0                  ,22.46707           ,23.69487           ,0                  ,22.91623           ,22.00137           ,0                  ,22.57586           ,21.8826            ,0                  ,23.79749           ,23.58612           ,0                  ,21.04414           ,0                  ,21.64394           ,21.77487           ,21.38337           ,22.45776           ,22.37639           ,21.70291           ,21.05338           ,21.56505           ,0                  ,0                  ,0                  ,0                  ,0                  ,22.76666           ,22.41155           ,21.20556           ,22.2433            ,0                  ,23.26327           ,22.60356           ,22.96024           ,22.71555           
P61586_RHOA        ,791                ,0                  ,20.82268           ,21.13408           ,21.87016           ,0                  ,21.21744           ,22.18201           ,21.41787           ,20.95915           ,21.16134           ,0                  ,22.32025           ,22.9747            ,21.6123            ,20.62328           ,20.49833           ,21.58431           ,21.68505           ,21.06336           ,0                  ,21.93797           ,0                  ,0                  ,20.57626           ,0                  ,20.53943           ,20.94985           ,20.43929           ,0                  ,21.86906           ,22.31197           ,20.51114           ,20.8498            ,21.12572           ,21.42767           ,21.33751           ,21.83942           ,21.01693           
P61626_LYZ         ,0                  ,27.8408            ,27.16471           ,28.20909           ,23.89606           ,29.56846           ,29.10871           ,26.4188            ,25.24038           ,26.85019           ,25.84974           ,25.91962           ,27.28524           ,26.80612           ,25.77007           ,26.40386           ,28.82326           ,26.53976           ,24.46083           ,24.69216           ,26.70451           ,28.47096           ,26.18132           ,29.29068           ,29.48087           ,25.71649           ,25.60096           ,26.69445           ,28.23036           ,27.52365           ,25.84551           ,27.17636           ,26.37763           ,27.7449            ,25.7038            ,26.49627           ,26.48884           ,28.86724           ,26.9662            
P61769_B2M         ,2                  ,25.23316           ,23.42829           ,24.20292           ,22.90303           ,25.28912           ,24.3678            ,24.84986           ,24.66226           ,23.98442           ,22.80654           ,24.47389           ,23.23064           ,23.36413           ,22.68991           ,24.26678           ,26.95959           ,24.4821            ,28.82311           ,0                  ,22.88418           ,24.5632            ,25.57738           ,26.97738           ,24.82187           ,23.57381           ,24.67406           ,24.84503           ,21.57842           ,24.42272           ,23.13643           ,24.37504           ,23.96913           ,23.74458           ,21.17152           ,22.563             ,23.58072           ,23.39061           ,25.09865           
P62258_YWHAE       ,1749               ,23.77816           ,23.28842           ,25.27838           ,24.20142           ,0                  ,24.55403           ,23.69625           ,23.36546           ,23.74427           ,23.00611           ,22.1342            ,23.16587           ,23.52001           ,22.21027           ,21.92114           ,21.57847           ,22.14021           ,22.70274           ,22.3819            ,22.71228           ,23.15396           ,22.49412           ,22.37836           ,22.79947           ,22.31821           ,23.95598           ,23.6184            ,0                  ,22.21321           ,24.29621           ,24.16438           ,22.29986           ,23.57092           ,23.28785           ,25.55019           ,21.15925           ,23.57496           ,23.41506           
P62328_TMSB4X      ,0                  ,20.73074           ,24.96437           ,25.25169           ,25.58322           ,24.03255           ,26.17568           ,27.7024            ,25.68806           ,27.65253           ,25.38205           ,23.38956           ,28.32118           ,28.07938           ,27.63976           ,26.7313            ,25.24227           ,27.78438           ,24.22964           ,25.82723           ,27.62143           ,24.95296           ,25.62876           ,23.02596           ,26.15165           ,26.83653           ,23.63987           ,23.98902           ,28.17179           ,24.10342           ,28.32517           ,27.14385           ,26.36905           ,24.70203           ,27.81464           ,26.05173           ,27.29342           ,21.69545           ,25.61257           
P62805_HIST1H4A    ,128                ,28.02633           ,26.44646           ,25.98283           ,28.78038           ,25.97299           ,25.68233           ,28.09658           ,27.00528           ,27.34756           ,24.23849           ,23.7964            ,23.72318           ,25.92802           ,27.19385           ,25.43936           ,22.83573           ,27.11625           ,26.42257           ,26.37885           ,28.80959           ,25.95471           ,26.92116           ,23.92976           ,25.81147           ,23.84967           ,27.47591           ,27.03999           ,0                  ,25.84833           ,25.85391           ,25.45786           ,27.35018           ,27.83437           ,29.57165           ,27.33637           ,26.11176           ,26.05296           ,28.03239           
P62937_PPIA        ,283                ,27.50809           ,27.05372           ,27.59804           ,28.15475           ,27.49717           ,27.46591           ,28.55384           ,28.09068           ,28.00881           ,27.73143           ,26.74906           ,28.21419           ,29.06              ,28.51807           ,27.27133           ,26.93438           ,28.00035           ,27.99361           ,27.77706           ,27.46435           ,27.88034           ,27.09366           ,26.45711           ,27.12741           ,27.37989           ,27.1044            ,27.64251           ,25.52022           ,26.92536           ,28.80292           ,27.85763           ,26.82287           ,27.55362           ,26.96334           ,26.95626           ,28.12273           ,27.82256           ,27.29465           
P63261_ACTG1       ,319                ,30.16303           ,30.38082           ,31.2945            ,31.62479           ,29.65707           ,30.85905           ,31.28372           ,30.84214           ,31.89407           ,30.22251           ,30.17712           ,31.59815           ,31.34678           ,31.62104           ,30.28659           ,29.50482           ,31.52295           ,30.95754           ,30.97712           ,31.20984           ,30.4566            ,30.06535           ,30.22216           ,30.50607           ,30.06175           ,31.73477           ,30.48289           ,28.45215           ,30.03852           ,32.15044           ,31.5522            ,29.98997           ,31.11799           ,31.62806           ,31.03361           ,31.82309           ,31.08005           ,31.76089           
P63313_TMSB10      ,290                ,0                  ,23.88586           ,25.2514            ,23.33484           ,0                  ,23.34313           ,24.23133           ,23.46451           ,23.76213           ,23.9105            ,0                  ,0                  ,24.72515           ,24.51184           ,23.93688           ,24.67912           ,25.24118           ,25.37786           ,24.79069           ,23.30327           ,24.40315           ,24.34293           ,23.30814           ,24.74212           ,0                  ,23.14263           ,21.78001           ,23.27753           ,23.17822           ,24.36018           ,0                  ,23.67605           ,23.07708           ,0                  ,22.53941           ,24.84192           ,0                  ,23.9257            
P68032_ACTC1       ,176                ,0                  ,20.7423            ,23.01337           ,22.97975           ,0                  ,23.77505           ,22.25301           ,21.82287           ,23.15324           ,21.99642           ,21.20753           ,23.99179           ,24.32951           ,24.22685           ,23.59047           ,22.29555           ,22.63843           ,22.1342            ,22.01311           ,22.94212           ,23.29922           ,22.14638           ,21.49717           ,21.71582           ,22.86788           ,22.14034           ,21.87264           ,20.92034           ,21.68859           ,23.81792           ,22.97451           ,23.34327           ,22.23427           ,23.02662           ,23.56802           ,25.72198           ,22.64176           ,23.96261           
P68371_TUBB4B      ,518                ,22.02103           ,23.34989           ,23.25012           ,21.1013            ,0                  ,24.04677           ,21.13226           ,19.0765            ,19.69732           ,22.51065           ,0                  ,19.7422            ,0                  ,18.56967           ,19.30472           ,19.71897           ,0                  ,19.89187           ,0                  ,18.92056           ,24.74535           ,20.74542           ,19.95617           ,21.00292           ,0                  ,20.62399           ,20.36389           ,0                  ,20.08252           ,18.96835           ,19.42189           ,22.91802           ,25.03116           ,0                  ,26.97169           ,20.91568           ,24.42771           ,25.00757           
P68871_HBB         ,64                 ,25.24409           ,23.83586           ,24.46967           ,28.7466            ,24.57109           ,25.431             ,28.47916           ,27.12839           ,33.48244           ,29.52083           ,28.54753           ,28.28943           ,28.33586           ,28.21364           ,26.09766           ,25.51021           ,25.4546            ,29.33115           ,28.50434           ,29.77238           ,28.68231           ,28.95244           ,28.27039           ,23.75858           ,29.49618           ,29.05884           ,26.55322           ,28.50934           ,27.95959           ,28.01148           ,25.98235           ,30.65429           ,30.24377           ,34.16489           ,26.96884           ,33.43825           ,25.1195            ,28.13163           
P69905_HBA1        ,184                ,24.62918           ,22.9549            ,23.13558           ,27.38039           ,22.74041           ,25.17035           ,27.12445           ,25.64113           ,32.79892           ,29.19103           ,28.71162           ,28.06589           ,26.79166           ,25.80693           ,23.35461           ,24.25342           ,23.53231           ,28.05186           ,27.14424           ,28.88376           ,26.74701           ,28.01143           ,27.57029           ,20.69575           ,29.37724           ,28.88189           ,26.47393           ,25.73154           ,27.78201           ,26.31874           ,25.3115            ,29.32826           ,29.46762           ,34.07232           ,26.38047           ,32.45988           ,22.97998           ,27.56892           
P78417_GSTO1       ,18                 ,23.26284           ,22.55845           ,22.45131           ,22.92133           ,0                  ,0                  ,22.55595           ,0                  ,25.24688           ,0                  ,22.41411           ,23.02921           ,23.08242           ,22.83094           ,0                  ,0                  ,23.1614            ,22.96971           ,22.87136           ,21.90272           ,21.44794           ,0                  ,0                  ,0                  ,0                  ,23.51388           ,22.52547           ,22.24115           ,0                  ,23.23043           ,22.41767           ,0                  ,22.51737           ,23.30966           ,0                  ,0                  ,21.16232           ,22.35078           
X6R8F3_LCN2        ,236                ,24.92152           ,24.87375           ,23.66253           ,24.67514           ,23.63267           ,25.50739           ,25.71432           ,25.08683           ,26.259             ,25.00774           ,23.77163           ,27.36394           ,28.18353           ,27.13555           ,24.80612           ,23.7415            ,24.91894           ,24.63334           ,24.92805           ,27.19573           ,24.3243            ,24.05084           ,24.82561           ,23.85814           ,25.16741           ,25.29179           ,25.85448           ,25.90846           ,23.59844           ,26.16789           ,26.77039           ,26.54626           ,26.82687           ,27.85466           ,26.45367           ,27.24771           ,25.53127           ,25.67667           
P80511_S100A12     ,0                  ,23.30341           ,22.12581           ,22.27071           ,24.29123           ,22.15041           ,24.62767           ,22.62239           ,22.43497           ,26.11531           ,24.13203           ,0                  ,24.19302           ,26.46409           ,25.79271           ,23.15151           ,0                  ,22.9627            ,0                  ,25.10169           ,27.10279           ,22.57649           ,21.51917           ,0                  ,0                  ,22.01574           ,22.90689           ,22.90408           ,26.61428           ,0                  ,21.94764           ,0                  ,21.74981           ,23.93634           ,25.59152           ,27.44031           ,24.56343           ,25.6233            ,25.72237           
P80748             ,0                  ,25.20404           ,24.68795           ,24.79427           ,21.25523           ,23.67896           ,23.06612           ,25.31917           ,24.44796           ,24.09136           ,25.31282           ,25.35981           ,25.23444           ,23.03924           ,24.12825           ,24.54073           ,23.92904           ,24.23579           ,23.87905           ,0                  ,22.72445           ,24.59155           ,26.36494           ,24.2576            ,25.95431           ,25.70028           ,25.29789           ,25.46541           ,0                  ,24.56686           ,23.86609           ,25.16457           ,23.25393           ,25.16277           ,22.70278           ,24.90633           ,25.83925           ,25.27845           ,23.31783           
Q01469_FABP5       ,149                ,28.15793           ,27.35817           ,28.03564           ,29.86952           ,27.19489           ,26.11201           ,28.82199           ,27.87549           ,26.29653           ,28.10709           ,25.94976           ,24.9228            ,29.13978           ,26.44635           ,27.18801           ,27.57109           ,27.43944           ,28.20546           ,27.00346           ,24.8479            ,27.36353           ,25.57522           ,27.70734           ,27.03653           ,26.06225           ,27.67418           ,27.35195           ,27.9856            ,26.57831           ,27.56536           ,27.74618           ,27.30852           ,27.01127           ,27.29149           ,26.3434            ,26.61428           ,26.92626           ,25.88644           
Q01518_CAP1        ,370                ,24.45901           ,24.6962            ,24.73882           ,25.67093           ,24.09579           ,25.28926           ,24.95385           ,23.45023           ,26.60795           ,24.86547           ,23.9534            ,26.4542            ,26.13281           ,26.41414           ,24.38923           ,23.55485           ,25.82862           ,24.8683            ,25.46279           ,25.97738           ,24.57589           ,24.60964           ,24.10125           ,24.20172           ,25.3535            ,25.23418           ,24.65998           ,24.2186            ,22.38121           ,26.12916           ,25.41306           ,23.64625           ,25.66574           ,26.20805           ,25.49799           ,26.6539            ,25.3697            ,26.4201            
Q02413_DSG1        ,2466               ,24.66909           ,23.91406           ,25.59041           ,25.43183           ,23.9715            ,23.35192           ,23.96957           ,24.69816           ,23.34679           ,21.86533           ,23.43428           ,0                  ,21.87766           ,22.67008           ,23.32594           ,25.13903           ,24.43161           ,25.21156           ,22.74905           ,0                  ,23.77706           ,23.46051           ,25.0604            ,24.04951           ,0                  ,23.84719           ,22.67893           ,22.69543           ,23.97272           ,25.00033           ,22.67704           ,23.07205           ,21.328             ,22.48802           ,21.01937           ,21.03322           ,21.29995           ,22.453             
Q02487_DSC2        ,3395               ,24.26062           ,23.5559            ,25.61883           ,24.33776           ,22.84608           ,22.73175           ,23.70187           ,23.82172           ,23.08941           ,22.79765           ,22.97371           ,0                  ,21.99386           ,21.66865           ,24.63445           ,23.61684           ,23.84575           ,24.80995           ,22.16116           ,0                  ,22.59603           ,22.62341           ,22.37703           ,23.99343           ,21.29777           ,24.34618           ,22.87823           ,23.01531           ,22.39024           ,24.2589            ,22.18347           ,21.62689           ,21.33156           ,22.41101           ,0                  ,20.8012            ,20.82322           ,23.59366           
Q07654_TFF3        ,0                  ,22.61036           ,23.56848           ,23.84153           ,23.09159           ,22.471             ,23.78117           ,23.1164            ,22.71184           ,22.93303           ,0                  ,20.69872           ,20.69753           ,0                  ,20.05431           ,21.43726           ,24.59052           ,23.44859           ,23.69211           ,21.08576           ,21.75356           ,23.89087           ,23.34272           ,24.81015           ,24.98103           ,20.86143           ,0                  ,21.53754           ,22.03211           ,22.9098            ,22.87275           ,21.59851           ,24.28461           ,21.34196           ,20.76943           ,21.8759            ,23.60795           ,22.46289           ,24.15198           
Q08188_TGM3        ,1266               ,26.56215           ,26.08282           ,27.16019           ,25.96904           ,23.42008           ,25.24176           ,25.38242           ,23.99731           ,25.06772           ,24.1873            ,23.14633           ,22.3294            ,24.14414           ,23.14334           ,24.57537           ,22.3637            ,23.93715           ,26.02452           ,24.43682           ,0                  ,26.9752            ,23.8867            ,23.31686           ,25.52298           ,0                  ,25.85705           ,24.84814           ,22.17782           ,25.26807           ,25.4656            ,23.13546           ,24.56261           ,25.45083           ,24.79328           ,25.86434           ,22.58893           ,27.6126            ,26.89365           
Q08380_LGALS3BP    ,0                  ,24.0253            ,24.01419           ,25.38887           ,23.8041            ,23.53931           ,24.78252           ,24.42458           ,23.36906           ,23.57773           ,21.04453           ,22.74888           ,22.06108           ,22.99699           ,22.40541           ,23.4501            ,25.32354           ,24.35736           ,27.89977           ,22.31821           ,21.89722           ,23.74067           ,24.87084           ,24.46064           ,24.38594           ,22.22723           ,22.9689            ,24.26019           ,21.80377           ,24.17821           ,22.94043           ,24.36185           ,23.53623           ,24.43167           ,21.16196           ,23.06525           ,23.85072           ,24.13383           ,24.34374           
Q13404_UBE2V1      ,0                  ,0                  ,20.74057           ,20.98704           ,21.13602           ,0                  ,20.26109           ,0                  ,0                  ,20.7314            ,20.88211           ,0                  ,21.36442           ,20.8285            ,0                  ,0                  ,20.51017           ,20.57939           ,22.328             ,20.39153           ,20.9202            ,21.07679           ,20.37039           ,20.82314           ,20.29143           ,0                  ,0                  ,20.72958           ,21.81746           ,20.76773           ,20.94906           ,20.56746           ,20.70835           ,20.93179           ,21.65657           ,0                  ,21.9417            ,0                  ,20.8753            
Q14508_WFDC2       ,827                ,24.77741           ,24.81631           ,23.63865           ,24.14585           ,24.99641           ,23.87399           ,26.09073           ,24.67152           ,24.34976           ,23.44392           ,24.00419           ,23.95145           ,23.53528           ,23.70123           ,23.8511            ,25.50531           ,25.12928           ,26.89087           ,23.58875           ,23.17094           ,24.64389           ,24.85913           ,24.74832           ,24.93517           ,24.15136           ,24.854             ,24.86382           ,23.90261           ,0                  ,23.79372           ,24.90701           ,25.10649           ,24.81709           ,22.92003           ,0                  ,22.10137           ,23.42726           ,24.07096           
Q14847_LASP1       ,0                  ,21.37002           ,20.36656           ,19.91777           ,22.67977           ,20.34375           ,19.4436            ,22.24997           ,21.54496           ,22.9916            ,19.73623           ,20.75923           ,22.51761           ,22.41594           ,21.89593           ,20.20132           ,0                  ,22.9153            ,20.08252           ,22.40989           ,21.84452           ,20.44364           ,20.33276           ,19.75511           ,19.82308           ,21.75475           ,22.50074           ,20.72267           ,22.73568           ,19.63062           ,23.66069           ,21.63285           ,19.22609           ,20.65901           ,21.39111           ,18.10728           ,21.97554           ,19.01732           ,21.21264           
Q14974_KPNB1       ,912                ,19.92114           ,20.12376           ,20.6696            ,21.05411           ,0                  ,21.1818            ,20.14058           ,19.2971            ,20.77402           ,19.13034           ,0                  ,20.24829           ,20.82997           ,18.8273            ,0                  ,20.97638           ,19.75545           ,19.75452           ,19.65756           ,20.18556           ,21.16023           ,19.35232           ,19.21944           ,18.76982           ,17.64075           ,20.42255           ,20.44879           ,0                  ,19.01705           ,20.94956           ,18.95345           ,18.69156           ,22.25124           ,20.67012           ,21.68936           ,21.27373           ,22.21267           ,21.6364            
Q14CN2_CLCA4       ,0                  ,21.66393           ,22.34652           ,23.17874           ,23.37172           ,0                  ,23.23396           ,21.23046           ,23.01735           ,20.95504           ,0                  ,22.5148            ,0                  ,22.59858           ,20.73785           ,0                  ,22.29953           ,20.8302            ,23.54392           ,0                  ,0                  ,23.19141           ,0                  ,21.77896           ,21.37984           ,0                  ,22.14725           ,0                  ,23.20009           ,20.239             ,22.10201           ,21.09455           ,20.71456           ,22.00374           ,0                  ,20.88159           ,0                  ,20.99817           ,0                  
A0A087WV23_SH3BGRL3,353                ,26.04059           ,24.16584           ,23.53279           ,25.6332            ,24.75898           ,21.98346           ,25.14285           ,25.64342           ,25.44626           ,23.55133           ,24.63744           ,24.12289           ,25.33569           ,25.04105           ,23.4996            ,20.65953           ,23.6231            ,24.89287           ,24.93175           ,23.53386           ,21.13965           ,21.2828            ,24.22781           ,24.28616           ,22.96118           ,25.56066           ,24.84953           ,25.15217           ,23.04181           ,25.98044           ,24.2967            ,0                  ,24.20374           ,24.68046           ,22.71871           ,24.33429           ,0                  ,23.16823           
